NCTId,LeadSponsorName,CollaboratorName,DesignPrimaryPurpose,Phase,EnrollmentCount,CompletionDate,LocationCountry,LocationStatus
NCT04354870,NYU Langone Health,Not Applicable,Treatment,Phase 2,130,2020-10-01,United States,Unknown
NCT04581291,Istanbul Gelisim University,Not Applicable,Prevention,Unknown,30,2020-10-01,Turkey,Unknown
NCT04400812,Zagazig University,Not Applicable,Generic,Unknown,5000,2020-10-01,Egypt,Unknown
NCT04333953,University of Missouri-Columbia,Not Applicable,Generic,Unknown,500,2020-10-01,United States,Recruiting
NCT04453514,National University of Natural Medicine,Not Applicable,Supportive Care,Unknown,200,2020-10-01,United States,Recruiting
NCT04342156,Tan Tock Seng Hospital,National Center for Infectious Diseases,Prevention,Phase 3,0,2020-10-01,N.A,Unknown
NCT04395599,"University Hospital, Lille",Not Applicable,Prevention,Unknown,40,2020-10-01,N.A,Unknown
NCT04454307,Tanta University,Not Applicable,Treatment,Phase 1,100,2020-10-01,N.A,Unknown
NCT04346329,Universidad Nacional de Colombia,Fundación Salud de los Andes,Prevention,Phase 3,86,2020-10-01,Colombia,Unknown
NCT04581044,Cairo University,Not Applicable,Generic,Unknown,150,2020-10-01,Egypt,Recruiting
NCT04335123,University of Kansas Medical Center,Not Applicable,Treatment,Phase 1,50,2020-10-01,United States,Recruiting
NCT04438850,IRCCS Sacro Cuore Don Calabria di Negrar,Istituto Di Ricerche Farmacologiche Mario Negri,Treatment,Phase 2,102,2020-10-01,Italy,Recruiting
NCT04361604,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,270,2020-10-01,France,Unknown
NCT04332094,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,Instituto de Salud Carlos III,Treatment,Phase 2,276,2020-10-01,Spain,Recruiting
NCT04367805,"Centre Hospitalier Universitaire, Amiens",Centre Hospitalier-Universitaire Bondy,Generic,Unknown,50,2020-10-01,France,Recruiting
NCT04500652,Dokuz Eylul University,Not Applicable,Generic,Unknown,310,2020-10-01,Turkey,Recruiting
NCT04431908,Yale University,Not Applicable,Generic,Unknown,250,2020-10-01,United States,Recruiting
NCT04341168,University Hospital of Cologne,"Clinic for Internal Medicine I, University Hospital Cologne, Germany",Generic,Unknown,160,2020-10-01,Germany,Unknown
NCT04392141,Kermanshah University of Medical Sciences,Not Applicable,Treatment,Phase 1,200,2020-10-01,"Iran, Islamic Republic of",Recruiting
NCT04379271,Immunic AG,FGK Clinical Research GmbH,Treatment,Phase 2,230,2020-10-01,Bulgaria,Recruiting
NCT04394026,Francesco De Cobelli,Not Applicable,Generic,Unknown,500,2020-10-01,Italy,Recruiting
NCT04539834,Zagazig University,Not Applicable,Generic,Unknown,52,2020-10-01,Egypt,Unknown
NCT04507230,Assiut University,Not Applicable,Generic,Unknown,100,2020-10-01,Egypt,Recruiting
NCT04361396,Centre Hospitalier René Dubos,Not Applicable,Other,Unknown,40,2020-10-01,France,Recruiting
NCT04414241,Universidad Peruana Cayetano Heredia,Not Applicable,Prevention,Phase 3,320,2020-10-01,Peru,Unknown
NCT04395976,British Ayurvedic Medical Council,All Party Parliamentary Group - Indian Traditional Sciences,Prevention,Unknown,120,2020-10-01,United Kingdom,Unknown
NCT04390061,Università Politecnica delle Marche,Azienda Ospedaliera Ospedali Riuniti Marche Nord,Treatment,Phase 2,116,2020-10-01,N.A,Unknown
NCT04344834,Assiut University,Not Applicable,Generic,Unknown,300,2020-10-01,N.A,Unknown
NCT04441996,Emory University,Not Applicable,Treatment,Phase 4,20,2020-10-01,United States,Unknown
NCT04487769,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),"Centre Hospitalier Universitaire de Brussels, Brussels, Belgium",Generic,Unknown,30,2020-10-01,Netherlands,Recruiting
NCT04385264,"Center for Primary Care and Public Health (Unisante), University of Lausanne, Switzerland",Not Applicable,Treatment,Phase 2,800,2020-10-01,Switzerland,Unknown
NCT04373707,"Central Hospital, Nancy, France","Ministry of Health, France",Prevention,Phase 4,602,2020-10-01,France,Not yet recruiting
NCT04459676,Angion Biomedica Corp,CTI Clinical Trial and Consulting Services,Treatment,Phase 2,100,2020-10-01,Brazil,Recruiting
NCT04325867,Professor Adrian Covic,Medical Sciences Academy - Romania,Health Services Research,Unknown,200,2020-10-01,Romania,Recruiting
NCT04339998,University of Minnesota,Not Applicable,Generic,Unknown,500,2020-10-01,United States,Recruiting
NCT04550312,The First Affiliated Hospital with Nanjing Medical University,Not Applicable,Generic,Unknown,80000,2020-10-01,China,Recruiting
NCT04342663,Washington University School of Medicine,Not Applicable,Treatment,Phase 2,152,2020-10-01,United States,Unknown
NCT04577105,Instituto Nacional de Cardiologia Ignacio Chavez,Not Applicable,Generic,Unknown,233,2020-10-01,Mexico,Unknown
NCT04385810,Fondation Ophtalmologique Adolphe de Rothschild,Not Applicable,Prevention,Unknown,100,2020-10-01,France,Recruiting
NCT04420806,University of Erlangen-Nürnberg Medical School,Not Applicable,Treatment,Unknown,21,2020-10-01,Germany,Unknown
NCT04447534,Tanta University,Not Applicable,Treatment,Phase 3,200,2020-10-01,Egypt,Recruiting
NCT04401072,Damanhour University,Not Applicable,Generic,Unknown,500,2020-10-01,Egypt,Recruiting
NCT04356937,Massachusetts General Hospital,"Genentech, Inc.",Treatment,Phase 3,243,2020-10-01,United States,Unknown
NCT04397705,The Christie NHS Foundation Trust,Not Applicable,Other,Phase 1,30,2020-10-01,United Kingdom,Unknown
NCT04375046,Kafrelsheikh University,Not Applicable,Treatment,Phase 1,24,2020-10-01,N.A,Unknown
NCT04407507,Investigacion Biomedica para el Desarrollo de Farmacos S.A. de C.V.,Not Applicable,Treatment,Phase 2,66,2020-10-01,N.A,Unknown
NCT04366180,Biosearch S.A.,Not Applicable,Prevention,Unknown,314,2020-10-01,Spain,Recruiting
NCT04409327,Restorbio Inc.,Not Applicable,Prevention,Phase 3,550,2020-10-01,United States,Recruiting
NCT04398303,Aspire Health Science,Not Applicable,Treatment,Phase 1,70,2020-10-01,N.A,Unknown
NCT04475068,Hospital Nacional Edgardo Rebagliati Martins,Universidad de Piura,Generic,Unknown,12,2020-10-01,Peru,Recruiting
NCT04355936,Laboratorio Elea Phoenix S.A.,"Carlos R. Rojo, MD",Treatment,Phase 4,400,2020-10-01,Argentina,Recruiting
NCT04561219,Universidade Federal do Rio de Janeiro,"Ministry of Science and Technology, Brazil",Treatment,Phase 2,500,2020-10-02,Brazil,Unknown
NCT04445376,Government College University Faisalabad,Not Applicable,Treatment,Unknown,20,2020-10-03,Pakistan,Unknown
NCT04542538,Uppsala University,"Center for Clinical Research Dalarna, Sweden",Generic,Unknown,15000,2020-10-04,Sweden,Unknown
NCT04527575,"Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector""",Not Applicable,Prevention,Phase 1,100,2020-10-04,Russian Federation,Unknown
NCT04361032,Abderrahmane Mami Hospital,Eshmoun Clinical Research Centre,Treatment,Phase 3,260,2020-10-04,Tunisia,Unknown
NCT04412343,University of British Columbia,University of Victoria,Prevention,Unknown,600,2020-10-05,Canada,Recruiting
NCT04534569,NMC Specialty Hospital,Not Applicable,Generic,Unknown,40,2020-10-06,United Arab Emirates,Unknown
NCT04513847,Dermatrials Research,Not Applicable,Generic,Unknown,661,2020-10-06,Canada,Unknown
NCT04522310,Centre Hospitalier de Lens,Not Applicable,Generic,Unknown,183,2020-10-07,France,"Active, not recruiting"
NCT04322773,Marius Henriksen,Not Applicable,Treatment,Phase 2,20,2020-10-08,Denmark,Unknown
NCT04388514,Azienda Sanitaria-Universitaria Integrata di Udine,Fondazione Toscana Gabriele Monasterio,Treatment,Unknown,90,2020-10-08,Italy,Recruiting
NCT04532632,Pinar Ay Sayin,Not Applicable,Generic,Unknown,40,2020-10-09,Turkey,Recruiting
NCT04416308,Rennes University Hospital,Fonds NOMINOE,Diagnostic,Unknown,13000,2020-10-10,France,Recruiting
NCT04497649,Tanta University,Not Applicable,Treatment,Phase 2,100,2020-10-10,Egypt,Recruiting
NCT04437342,General and Maternity Hospital of Athens Elena Venizelou,National and Kapodistrian University of Athens,Generic,Unknown,300,2020-10-10,Greece,Unknown
NCT04373109,Jeremia Held,Not Applicable,Generic,Unknown,36,2020-10-12,Switzerland,Unknown
NCT04381962,University of Oxford,Pfizer,Treatment,Phase 3,800,2020-10-13,United Kingdom,Recruiting
NCT04452435,Vicore Pharma AB,Orphan Reach,Treatment,Phase 2,106,2020-10-13,India,Unknown
NCT04591600,Alkarkh Health Directorate-Baghdad,Not Applicable,Treatment,Phase 1,140,2020-10-14,Iraq,Unknown
NCT04395482,University of Milano Bicocca,Not Applicable,Generic,Unknown,500,2020-10-15,Italy,Recruiting
NCT04593654,Karolinska Institutet,Not Applicable,Generic,Unknown,257,2020-10-15,Sweden,Unknown
NCT04595240,Assiut University,Not Applicable,Generic,Unknown,100,2020-10-15,Egypt,Unknown
NCT04459455,Stony Brook University,Not Applicable,Treatment,Unknown,500,2020-10-15,United States,Unknown
NCT04439825,DeNova Research,Not Applicable,Treatment,Phase 1,45,2020-10-15,United States,Unknown
NCT04354597,King Hussein Cancer Center,Not Applicable,Prevention,Unknown,200,2020-10-15,Jordan,Unknown
NCT04357782,Hunter Holmes Mcguire Veteran Affairs Medical Center,McGuire Research Institute,Treatment,Phase 1,20,2020-10-15,United States,Unknown
NCT04370015,"Services Institute of Medical Sciences, Pakistan",Not Applicable,Prevention,Unknown,374,2020-10-15,N.A,Unknown
NCT04340414,Peking Union Medical College Hospital,Not Applicable,Treatment,Unknown,10,2020-10-15,China,Recruiting
NCT04569825,University Of Anbar,Not Applicable,Treatment,Early Phase 1,250,2020-10-15,Iraq,Recruiting
NCT04550390,Direction Centrale du Service de Santé des Armées,Not Applicable,Generic,Unknown,2400,2020-10-15,France,Recruiting
NCT04531345,Istanbul Training and Research Hospital,Not Applicable,Generic,Unknown,50,2020-10-15,Turkey,Unknown
NCT04557605,University of Saskatchewan,Not Applicable,Treatment,Unknown,14,2020-10-15,Canada,Unknown
NCT04411459,Azienda Usl di Bologna,Lorenzo Gamberini,Generic,Unknown,470,2020-10-16,Italy,Unknown
NCT04504877,University of Sao Paulo,Not Applicable,Prevention,Phase 2,120,2020-10-16,Brazil,Unknown
NCT04304690,Assistance Publique - Hôpitaux de Paris,Not Applicable,Other,Unknown,1000,2020-10-16,France,Recruiting
NCT04512027,Composite Interceptive Med Science,Pharmalectin Inc,Treatment,Unknown,10,2020-10-16,India,Unknown
NCT04354610,"Central Hospital, Nancy, France",Not Applicable,Other,Unknown,57,2020-10-18,France,Not yet recruiting
NCT04412252,Pfizer,Not Applicable,Treatment,Phase 2,0,2020-10-18,United States,Unknown
NCT04355637,Sara Varea,Not Applicable,Treatment,Phase 4,300,2020-10-18,Spain,Recruiting
NCT04362137,Novartis Pharmaceuticals,Incyte Corporation,Treatment,Phase 3,402,2020-10-19,United States,"Active, not recruiting"
NCT04355715,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,200,2020-10-20,France,Unknown
NCT04552392,Dr. Ram Manohar Lohia Hospital,Not Applicable,Generic,Unknown,100,2020-10-20,India,Unknown
NCT04486729,Sanatorio Anchorena San Martin,Not Applicable,Generic,Unknown,15,2020-10-20,Argentina,Recruiting
NCT04361019,Basque Country University,University of Cadiz,Generic,Unknown,25000,2020-10-20,Spain,Recruiting
NCT04378257,Sultan Qaboos University,The Research Council,Treatment,Phase 3,70,2020-10-20,N.A,Unknown
NCT04345887,Istanbul University-Cerrahpasa,Not Applicable,Treatment,Phase 4,60,2020-10-21,Turkey,Unknown
NCT04378829,Konya Training and Research Hospital,Not Applicable,Generic,Unknown,40,2020-10-21,Turkey,Recruiting
NCT04397588,Rennes University Hospital,Not Applicable,Generic,Unknown,300,2020-10-21,France,Recruiting
NCT04405544,"State Budgetary Healthcare Institution, National Medical Surgical Center N.A. N.I. Pirogov, Ministry of Health of Russia",Not Applicable,Diagnostic,Unknown,60,2020-10-22,Russian Federation,Recruiting
NCT04369456,Centre Hospitalier Universitaire de Nice,Not Applicable,Other,Unknown,115,2020-10-22,France,Recruiting
NCT04588909,Sheri Kashmir Institute of Medical Sciences,Not Applicable,Generic,Unknown,100,2020-10-22,India,Unknown
NCT04355351,Centre Hospitalier Universitaire de Nice,Not Applicable,Basic Science,Unknown,400,2020-10-22,France,Recruiting
NCT04366791,Emory University,Not Applicable,Treatment,Phase 1,10,2020-10-23,United States,Recruiting
NCT04525417,Groupe d'Etude sur le Risque d'Exposition des Soignants aux Agents Infectieux,Not Applicable,Diagnostic,Unknown,100,2020-10-25,France,Recruiting
NCT04484207,"Research Foundation for Mental Hygiene, Inc.",Not Applicable,Health Services Research,Unknown,200,2020-10-26,United States,Recruiting
NCT04371367,Assistance Publique Hopitaux De Marseille,Innate Pharma,Treatment,Phase 2,108,2020-10-27,France,Recruiting
NCT04406038,European University at St. Petersburg,Not Applicable,Generic,Unknown,1038,2020-10-28,Russian Federation,Unknown
NCT04436484,University Hospital Plymouth NHS Trust,Not Applicable,Generic,Unknown,200,2020-10-28,United Kingdom,Recruiting
NCT04370938,University of Pittsburgh,Not Applicable,Other,Unknown,250,2020-10-29,United States,Recruiting
NCT04426305,University Ghent,Not Applicable,Supportive Care,Unknown,140,2020-10-30,Belgium,Unknown
NCT04563247,Lahore General Hospital,Not Applicable,Generic,Unknown,700,2020-10-30,Pakistan,Unknown
NCT04494204,PUNEET MITTAL,Not Applicable,Treatment,Phase 2,100,2020-10-30,India,Recruiting
NCT04363528,Versailles Hospital,Not Applicable,Supportive Care,Unknown,50,2020-10-30,France,Recruiting
NCT04558385,Lahore General Hospital,Not Applicable,Generic,Unknown,275,2020-10-30,Pakistan,Unknown
NCT04558203,ClinAmygate,Not Applicable,Generic,Unknown,450,2020-10-30,Egypt,Recruiting
NCT04560205,Lahore General Hospital,Not Applicable,Treatment,Phase 1,50,2020-10-30,Pakistan,Recruiting
NCT04389294,"Hospital for Special Surgery, New York",Not Applicable,Health Services Research,Unknown,300,2020-10-30,United States,Recruiting
NCT04559113,Lahore General Hospital,Not Applicable,Treatment,Unknown,200,2020-10-30,Pakistan,Recruiting
NCT04575558,Latin American Cooperative Oncology Group,Oncoclínicas,Treatment,Phase 2,0,2020-10-30,Brazil,Unknown
NCT04526405,University of Milano Bicocca,Not Applicable,Generic,Unknown,81,2020-10-30,Italy,Recruiting
NCT04401046,Institut Paoli-Calmettes,Not Applicable,Health Services Research,Unknown,4000,2020-10-30,France,Recruiting
NCT04290780,Hospices Civils de Lyon,Not Applicable,Generic,Unknown,300,2020-10-30,France,Recruiting
NCT04565197,Lahore General Hospital,Not Applicable,Treatment,Early Phase 1,20,2020-10-30,Pakistan,Unknown
NCT04403477,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",Dhaka Medical College,Treatment,Phase 2,20,2020-10-30,Bangladesh,Recruiting
NCT04567979,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Instituto Nacional de Medicina Genomica,Generic,Unknown,149,2020-10-30,Mexico,Unknown
NCT04357496,Centogene AG Rostock,Not Applicable,Generic,Unknown,400,2020-10-30,N.A,Unknown
NCT04522830,"Beech Tree Labs, Inc.",Norwich Clinical Research Associates Ltd.,Treatment,Phase 2,40,2020-10-30,United States,Recruiting
NCT04331834,Barcelona Institute for Global Health,Hospital Clinic of Barcelona,Prevention,Phase 3,440,2020-10-30,Spain,Unknown
NCT04473157,Ain Shams University,Not Applicable,Generic,Unknown,50,2020-10-30,Egypt,Recruiting
NCT04549376,"Pi Research Consultancy Center, Bangladesh",Dhaka Medical College,Prevention,Phase 2,200,2020-10-30,Bangladesh,Recruiting
NCT04452799,Tanta University,Not Applicable,Treatment,Early Phase 1,100,2020-10-30,N.A,Unknown
NCT04380376,"Federal State Budgetary Institution, Pulmonology Scientific Research Institute","Medsi Clinic #1, Moscow",Treatment,Phase 2,60,2020-10-30,Russian Federation,Recruiting
NCT04358406,BioAegis Therapeutics Inc.,Not Applicable,Treatment,Phase 2,60,2020-10-30,Spain,Recruiting
NCT04558463,Indonesia University,Not Applicable,Treatment,Phase 3,100,2020-10-30,Indonesia,Recruiting
NCT04504240,Chattogram General Hospital,Not Applicable,Treatment,Phase 3,200,2020-10-30,Bangladesh,Recruiting
NCT04393727,"Azienda Ospedaliero, Universitaria Pisana",Not Applicable,Treatment,Phase 2,126,2020-10-30,Italy,Recruiting
NCT04448405,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,100,2020-10-30,France,Recruiting
NCT04383717,Cairo University,Not Applicable,Treatment,Phase 3,60,2020-10-30,N.A,Unknown
NCT04492865,Assiut University,Not Applicable,Generic,Unknown,150,2020-10-30,Egypt,Unknown
NCT04470739,Kanuni Sultan Suleyman Training and Research Hospital,Not Applicable,Diagnostic,Unknown,20,2020-10-30,Turkey,Recruiting
NCT04560257,Lahore General Hospital,Not Applicable,Treatment,Unknown,30,2020-10-30,Pakistan,Recruiting
NCT04464460,Takeda,Not Applicable,Treatment,Phase 1,0,2020-10-30,N.A,Unknown
NCT04427098,Azienda Ospedaliera Universitaria di Bologna Policlinico S. Orsola Malpighi,Not Applicable,Treatment,Phase 2,300,2020-10-30,Italy,Recruiting
NCT04325061,Dr. Negrin University Hospital,Li Ka Shing Knowledge Institute,Treatment,Phase 4,200,2020-10-30,Spain,Unknown
NCT04361786,"University Hospital, Montpellier",Lyon Civil Hospitals - Lyon Sud Hospital Center,Generic,Unknown,10,2020-10-30,France,Unknown
NCT04377412,"Żelazna Medical Centre, LLC","University of Medicine, Tirana",Generic,Unknown,8500,2020-10-31,United States,Recruiting
NCT04429711,Sheba Medical Center,Not Applicable,Treatment,Unknown,100,2020-10-31,Israel,Recruiting
NCT04417270,Northwell Health,Not Applicable,Other,Unknown,50,2020-10-31,United States,Recruiting
NCT04403646,Hospital de Clinicas José de San Martín,SILVATEAM,Treatment,Unknown,140,2020-10-31,N.A,Unknown
NCT04350723,St. Joseph's Healthcare Hamilton,Not Applicable,Treatment,Unknown,350,2020-10-31,Canada,Unknown
NCT04587414,UKK Institute,North Karelia Hospital District,Supportive Care,Unknown,122,2020-10-31,Finland,Unknown
NCT04362189,Hope Biosciences,Advanced Diagnostics Healthcare,Treatment,Phase 2,100,2020-10-31,United States,Unknown
NCT04382131,University of Edinburgh,Not Applicable,Treatment,Unknown,405,2020-10-31,United Kingdom,Recruiting
NCT04375202,University Of Perugia,Not Applicable,Treatment,Phase 2,308,2020-10-31,Italy,Recruiting
NCT04400448,Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana,Not Applicable,Generic,Unknown,200,2020-10-31,N.A,Unknown
NCT04382495,El Zaitoun Specialized Hospital,Ain Shams University,Generic,Unknown,200,2020-10-31,Egypt,Unknown
NCT04412668,"aTyr Pharma, Inc.",Not Applicable,Treatment,Phase 2,30,2020-10-31,United States,Recruiting
